Unnamed: 0,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID,District_LGD_Codes,State_Codes
576,UEI-IMD-FL-1969-0002,1969-07-15,22-07-1969 00:00,8.0,floods,,"Beedar, Kalaburagi, Belagavi, Yadgir, Bagalkotee, Raichur, Koppal, Gadag, Ballari, Dharwad, Uttar Kashia Kannada, Haveri, Chitradurga, Davangere, Shivamogga, Udupi, Chikkamagaluru, Chikkaballapura, Hassan, Kolar, Bengaluru Rural, Dakshina Kannada, Bengaluru Urban, Kodagu, Chamarajanagaraa, Tumakuru, Ramanagara, Mandya, Mysuru, Vijayapura, Kasaragod, Wayanad, Kozhikode, Malappuram, Palakkad, Thrissur, Idukki, Ernakulam, Alappuzha, Kottayam, Pathanamthitta, Kollam, Thiruvananthapuram, Kannur","Karnataka, Kerala",,,,,,,,,,,IMD,,"None, 538, 527, 635, None, 546, 543, 537, 528, 536, None, 540, 533, 535, 547, 549, 532, 630, 539, 542, 526, 534, 525, 541, None, 548, 631, 544, 545, 530, 558, 567, 561, 562, 563, 566, 556, 555, 554, 560, 564, 559, 565, 557","29,32"
611,UEI-IMD-FL-1972-0003,1972-06-01,07-06-1972 00:00,7.0,heavy rains,,Tumakuru,Karnataka,,,,,,,,,,"Caused large scale damage to crops,houses. ",IMD,,548,29
639,UEI-IMD-FL-1974-0005,1974-07-22,28-07-1974 00:00,7.0,floods,,"Kasaragod, Wayanad, Kozhikode, Malappuram, Palakkad, Thrissur, Idukki, Ernakulam, Alappuzha, Kottayam, Pathanamthitta, Kannur,Beedar, Kalaburagi, Belagavi, Yadgir, Bagalkotee, Raichur, Koppal, Gadag, Ballari, Dharwad, Uttar Kashia Kannada, Haveri, Chitradurga, Davangere, Shivamogga, Udupi, Chikkamagaluru, Chikkaballapura, Hassan, Kolar, Bengaluru Rural, Bengaluru Urban, Kodagu, Chamarajanagaraa, Tumakuru, Ramanagara, Mandya, Mysuru, Vijayapura","Kerala, Karnataka",,,,,,,,,,"Causing extensive damage to crops,property worth several lakhs of rupees. Many were rendered homelesss. Loss of life was also reported. The worst affected district in Kerala was Idikki which also experienced landslides",IMD,,"558, 567, 561, 562, 563, 566, 556, 555, 554, 560, 564, 557, None, 538, 527, 635, None, 546, 543, 537, 528, 536, None, 540, 533, 535, 547, 549, 532, 630, 539, 542, 526, 525, 541, None, 548, 631, 544, 545, 530","32,29"
660,UEI-IMD-FL-1975-0021,1975-06-15,30-06-1975 00:00,16.0,floods,,"Udupi, Dakshina Kannada,Uttar Kashia Kannada",Karnataka,,,,,,,,,,Inundated large areas including the newly Mangalore New Port railway line,IMD,,"549, 534, None",29
661,UEI-IMD-FL-1975-0022,1975-06-15,30-06-1975 00:00,16.0,heavy rains,,"Raichur, Bijapur,Belagavi",Karnataka,,,,,,,,,,"Many huts collapsed, Jowar, Bajra,Groundnut crops",IMD,,"546, 636, 527",29
662,UEI-IMD-FL-1975-0023,1975-08-01,27-08-1975 00:00,27.0,heavy rains,," Krishna, Srikakulam,Hyderabad",Karnataka,,,,,,,,,,The rail track over a length of 250 metres in the Raipur - Vizianagaram was breahed,IMD,,"510, 519, 507",29
725,UEI-IMD-FL-1978-0030,1978-07-15,21-07-1978 00:00,7.0,moderate to severe,,"Mudigere, Mangalore,Dharwad",Karnataka,,,,,9.0,,,,"5 persons died,4 washed away","Many houses collapsed, traffic between Mangalore,Mudigere suspended",IMD,,"None, None, 536",29
726,UEI-IMD-FL-1978-0031,1978-07-22,28-07-1978 00:00,7.0,moderate to severe,,"Mangalore, Dakshina Kannada",Karnataka,,,,,4.0,2.0,,,"2 persons drowned,electrocuted in flooded Netrawati, 2 persons died near Bajpe","58 houses damaged, traffic between Mangalore,Bengaluru Rural National Highway disrupted",IMD,,"None, 534",29
775,UEI-IMD-FL-1979-0013,1979-08-02,02-08-1979 00:00,1.0,moderate floods,,Bagalkotee,Karnataka,,,,,,,,,,"National highway flooded,communication disrupted",IMD,,,29
776,UEI-IMD-FL-1979-0014,1979-08-03,04-08-1979 00:00,2.0,severe floods ,,,Karnataka,,,,,,,,,,i)People in low-lying areas evacuated ii)Paddy fields submerged,IMD,,,29
777,UEI-IMD-FL-1979-0015,1979-09-13,13-09-1979 00:00,1.0,heavy rains,,"Bengaluru Rural,Rugi",Karnataka,,,,,35.0,2.0,,,"2 children drowned when low lying areas flooded, 35 people died in house collapse","12 houses,2 huts damaged",IMD,,"526, None",29
778,UEI-IMD-FL-1979-0016,1979-09-16,16-09-1979 00:00,1.0,moderate floods,,Kolar,Karnataka,,,,,,,,,,i)Heavy damage to standing crops due breaches in tanks ii)Loss estimated Rs. 2.5 lakhs,IMD,,542,29
780,UEI-IMD-FL-1979-0018,1979-09-22,28-09-1979 00:00,7.0,severe floods ,,Vijayapura,Karnataka,,,,,,,,,,600 people marooned by flood waters,IMD,,530,29
779,UEI-IMD-FL-1979-0017,1979-09-25,25-09-1979 00:00,1.0,heavy rains,,Belagavi,Karnataka,,,,,,,,,,"30 houses collapsed, affected families shifted to safer places",IMD,,527,29
781,UEI-IMD-FL-1979-0019,1979-10-08,08-10-1979 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,1.0,20.0,,,"A child killed,20 injured in house collapse","Low lying areas flooded,slums submerged",IMD,,526,29
782,UEI-IMD-FL-1979-0020,1979-11-16,16-11-1979 00:00,1.0,heavy rains,, Gadag,Karnataka,,,,,,,,1500,"Above 1,500 sheep gazing in a field washed away",,IMD,,537,29
841,UEI-IMD-FL-1980-0018,1980-07-01,07-07-1980 00:00,7.0,heavy rains,,Dharwad,Karnataka,,,,,3.0,4.0,,,"2 persons drowned, 1 girl killed,2 seriously injured in house collapsed","i)10,117 hectares of cultivable land under flood waters ii)Extensive damage to paddy,coconut gardens iii)Loss estimated : Rs. 70 lakhs",IMD,,536,29
839,UEI-IMD-FL-1980-0016,1980-07-02,02-07-1980 00:00,1.0,moderate floods,,"Chikkamagaluru, Dakshina Kannada",Karnataka,,,,,,,,,Several heads of cattle washed away,"i)A mini dam breached in Kudremukh stock-pile area ii)15 huts collapsed , i)Inundation of large tracks of land ii)Dislocation of vehicular traffic iii)Disruption of telecommunication system iv)Bandtal taluk marooned completely v)Total less estimated : Rs. 2 Lakhs",IMD,,"532, 534",29
840,UEI-IMD-FL-1980-0017,1980-07-05,05-07-1980 00:00,1.0,moderate floods,,Uttar Kashia Kannada,Karnataka,,,,,,,,,,i)Paddy crop in 2500 hectares damaged ii)100 coconut palms washed away in Honavar,IMD,,,29
842,UEI-IMD-FL-1980-0019,1980-08-08,14-08-1980 00:00,7.0,"heavy rains, moderate floods",,"Kodagu, Uttar Kashia Kannada",Karnataka,,,,,3.0,3.0,,800,i)3 women drowned ii)800 heads of cattle washed away,"i)457 families affected due to house collapses ii)800 hectares of land damaged iii)Loss estimated : Rs. 5 lakhs , i)20 villages with 10,000 population marooned in Honavar ii)Power generation in Sharavati hydel project affected iii)Total damages estimated : Rs.25 lakhs",IMD,,"541, None",29
843,UEI-IMD-FL-1980-0020,1980-08-22,28-08-1980 00:00,7.0,heavy rains,,Kalaburagi,Karnataka,,,,,7.0,,,,7 persons died in house collapse,,IMD,,538,29
909,UEI-IMD-FL-1981-0026,1981-08-01,07-08-1981 00:00,7.0,heavy rains,,Uttar Kashia Kannada,Karnataka,,,,,,,,,,Landslides at many places disrupting the traffic,IMD,,,29
910,UEI-IMD-FL-1981-0027,1981-08-15,21-08-1981 00:00,7.0,"cauvery,kabini rivers in floods",,Mysuru,Karnataka,,,,,,,,,,About a dozen villages affected,IMD,,545,29
911,UEI-IMD-FL-1981-0028,1981-09-03,03-09-1981 00:00,1.0,heavy rains,, Ballari,Karnataka,,,,,,,,,,"(a)25 houses,100 huts collapsed (b)179 huts,68 houses collapsed",IMD,,528,29
912,UEI-IMD-FL-1981-0029,1981-09-10,10-09-1981 00:00,1.0,heavy rains following cloud burst,,Kolar,Karnataka,,,,,2.0,,,,2 persons died in a house collapse,(i)24 tanks breached destroying standing crops ovr a large area. Loss of crop estimated Rd. 40 lacs (ii)Rail-cabin on the railway station washed away (iii)200 metre of rail track swept away (iv) 3 bridges collapsed (v)Roof of a bus stand collapsed (vi)Scores of cattle reported missing,IMD,,542,29
913,UEI-IMD-FL-1981-0030,1981-09-22,28-09-1981 00:00,7.0,flash floods in basrur river,,"Udupi, Dakshina Kannada",Karnataka,,,,,,10.0,,,"10 persons including 6 women,4 school children feared drowned",,IMD,,"549, 534",29
988,UEI-IMD-FL-1982-0016,1982-05-23,23-05-1982 00:00,1.0,heavy rains,, Shivamogga,Karnataka,,,,,6.0,,,,6 persons crushed under  a tree at Bharmappanagar.,,IMD,,547,29
992,UEI-IMD-FL-1982-0020,1982-08-01,07-08-1982 00:00,7.0,moderate (tungabhadra - river),,Ballari,Karnataka,,,,,,,,,,"Standing crops in Hadagali, Halava galu & Harpanahalli taluks damaged.",IMD,,528,29
991,UEI-IMD-FL-1982-0019,1982-08-01,14-08-1982 00:00,14.0,moderate,,Dakshina Kannada,Karnataka,,,,,1.0,,,,One person died.,,IMD,,534,29
989,UEI-IMD-FL-1982-0017,1982-08-01,14-08-1982 00:00,14.0,moderate (tunga river) ,, Shivamogga,Karnataka,,,,,2.0,,,,2 persons died.,"(i) Over 350 houses,large number of huts inundated. (ii). Vehicular traffic disrupted.",IMD,,547,29
990,UEI-IMD-FL-1982-0018,1982-08-01,14-08-1982 00:00,14.0,"severe (ne travathi, sharavathi, aghana shini. & varada rivers.",,Uttar Kashia Kannada,Karnataka,,,,,16.0,,,,"16 persons killed in Honawar,Kumta taluks. ","(i) 28 villages in Kumta taluk submerged. (ii) A large area of paddy fields submerged. (iii) One primary school building washed away. (iv) 3000 houses destroyed. . (v) Property worth Rs.2 crore in Bhatkal, Honawar & Kumta taluks  affected.",IMD,,,29
1076,UEI-IMD-FL-1983-0042,1983-01-22,28-01-1983 00:00,7.0,"severe (krishna, ghatprabha,vedganga)",,"Belagavi, Vijayapura, Kalaburagi",Karnataka,,,,,9.0,1.0,,,(i) 9 persons died (ii) A sheperd boy trapped from 28 to 30 June on an island formed by flood waters of Krishna about 1 km from Narainpur dist,"(i) 9 villages marooned,5 submerged (ii)Hundreds of houses in Sankeswar, Gokak,surrounding villages damaged. extensive damage to property in Hukkeri,Chikodi taluks reported (iii)Standing crops extensively damaged",IMD,,"527, 530, 538",29
1075,UEI-IMD-FL-1983-0041,1983-06-15,15-06-1983 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,,,,,2 children died in ahouse collapse in JP Nagar,,IMD,,526,29
1077,UEI-IMD-FL-1983-0043,1983-08-08,14-08-1983 00:00,7.0,moderate(bhima),,Koppal,Karnataka,,,,,,,,,,"(i)The road link between Bijapur, Kalaburagi disrupted (ii)People from Mashal, Manhur,Madiyal shifted to safer places",IMD,,543,29
1078,UEI-IMD-FL-1983-0044,1983-09-10,10-09-1983 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,4.0,,,,4 children died in 3 separate accidents of house collapse in the city ,,IMD,,526,29
1079,UEI-IMD-FL-1983-0045,1983-09-23,23-09-1983 00:00,1.0,heavy rains,,Raichur,Karnataka,,,,,4.0,,,, 4 persons died in  a house collapse in Kallur,,IMD,,546,29
1173,UEI-IMD-FL-1984-0030,1984-06-15,15-06-1984 00:00,1.0,severe,,Kodagu,Karnataka,,,,,1.0,,,,1 person washed away near Napeklu,,IMD,,541,29
1174,UEI-IMD-FL-1984-0031,1984-06-16,16-06-1984 00:00,1.0,heavy rains,,Dakshina Kannada,Karnataka,,,,,,,,,,"i)Several houses,roof tops collapsed ii)Many trees, electric wires blown off iii)Mangala Express between Bengaluru Rural,Mangalore cancelled due to landslide between Yedekumari,Shrivagilu",IMD,,534,29
1175,UEI-IMD-FL-1984-0032,1984-07-02,03-07-1984 00:00,2.0,heavy rains,,"Chikkamagaluru, Shivamogga",Karnataka,,,,,15.0,,,,"13 plantation workers died in a massive landslide in Mudigere taluka, 2 workers killed in a landslide",,IMD,,"532, 547",29
1176,UEI-IMD-FL-1984-0033,1984-07-08,14-07-1984 00:00,7.0,severe,,"Chikkaballapura, Kodagu,Shivamogga",Karnataka,,,,,1.0,,,,A 5-year old boy washed away at Madikere,"i)Vast stretch of Paddy field flooded ii)Vehicular traffic between Chikkaballapura,Shivamogga disrupted",IMD,,"630, 541, 547",29
1177,UEI-IMD-FL-1984-0034,1984-10-01,01-10-1984 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,1.0,,,,1 person died in house collapse,Several huts collapsed,IMD,,526,29
1277,UEI-IMD-FL-1985-0027,1985-05-12,12-05-1985 00:00,1.0,heavy rains,,Hassan,Karnataka,,,,,5.0,17.0,,,"5 people killed,17 other injured when a shed housing a touring cinema atbShravanabelegola collapsed",,IMD,,539,29
1278,UEI-IMD-FL-1985-0028,1985-09-28,28-09-1985 00:00,1.0,flash floods,,Mysuru,Karnataka,,,,,5.0,,,,5 persons drowned in Derkanambi village of Gundalpet tehsil,,IMD,,545,29
1358,UEI-IMD-FL-1986-0034,1986-05-31,31-05-1986 00:00,1.0,flash floods,,Ballari,Karnataka,,,,,19.0,,,,19 persons residing in 4 huts on the bank of a hilly stream in Narihalla Sandur tehsil washed away,,IMD,,528,29
1359,UEI-IMD-FL-1986-0035,1986-06-03,03-06-1986 00:00,1.0,heay rains,,Bijapur,Karnataka,,,,,2.0,,,,2 persons died in a house collapsed in Aacharra katti area of the Bijapur city,,IMD,,636,29
1360,UEI-IMD-FL-1986-0036,1986-08-01,14-08-1986 00:00,14.0,severe,,"Chikkaballapura, Surendranagar, Mandya,Uttar Kashia Kannada",Karnataka,,,,,9.0,,,,"8 persons electrocuted,one washed away near Srirangapatnam","i)In Chikkaballapura district, 12 houses collapsed. A private bus capsized in flood waters. A school building collapsed at Lingadahalli village, 60 km from Chikkaballapura town ii)Flood water of Tunga river inundated Shivamogga-Thirthahalli road at Mandagadde village by 3 feet. Vehicular traffic completely disrupted iii)Vehicular traffic on the national highway between Bengaluru Rural,Mangalore suspended due to landslide",IMD,,"630, 460, 544, None",29
1361,UEI-IMD-FL-1986-0037,1986-09-17,17-09-1986 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,4.0,,,,4 persons died due to house collapse in Rahmatnagar area of Bengaluru Rural city,,IMD,,526,29
1362,UEI-IMD-FL-1986-0038,1986-09-22,22-09-1986 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,1.0,,,,1 woman killed in Bengaluru Rural city,600 huts in the low lying areas of the Bengaluru Rural city collapsed,IMD,,526,29
1424,UEI-IMD-FL-1987-0016,1987-05-10,10-05-1987 00:00,1.0,heavy rains,,Belagavi,Karnataka,,,,,4.0,2.0,,,"4 persons died,2 other injured near Desur in Khanapur talukas",,IMD,,527,29
1425,UEI-IMD-FL-1987-0017,1987-10-02,02-10-1987 00:00,1.0,heavy rains,,Chitradurga,Karnataka,,,,,41.0,,,,"21 persons drowned,20 other missing when a private bus swept away at Hale Yellanadu by flooded nullah",,IMD,,533,29
1426,UEI-IMD-FL-1987-0018,1987-10-07,07-10-1987 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,,,,,,"A railway bridge between Ramanagaram,Bidadi in Bengaluru Rural-Mysuru section collapsed",IMD,,526,29
1427,UEI-IMD-FL-1987-0019,1987-10-08,08-10-1987 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,2.0,,,,"2 children died when a wall of a mud house collapsed at Devarjeewanhalli,Mosque Road areas of Bengaluru Rural city",2 houses collapsed,IMD,,526,29
1428,UEI-IMD-FL-1987-0020,1987-10-15,15-10-1987 00:00,1.0,flash floods,,Chikkaballapura,Karnataka,,,,,,,,,,"i)Loss of property worth Lakhs of rupees reported ii)Large number of houses collapsed iii)An old temple at Kalasapura village collapsed iv)Extensive landslides reported in Bababudangiri, Chikkaballapura,Kemmangundi areas",IMD,,630,29
1487,UEI-IMD-FL-1988-0034,1988-04-26,26-04-1988 00:00,1.0,heavy rains,,Raichur,Karnataka,,,,,5.0,,,,i)4 persons died in a house collapse at Gobbarkar village ii)A boy was killed at Manvi village,,IMD,,546,29
1488,UEI-IMD-FL-1988-0035,1988-07-05,05-07-1988 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,6.0,,,,6 persons died,"i)Several Kachchha houses collapsed affecting hundreds of people ii)Several people evacuated in low lying areas of Padarayanapura,  Byaparayanapura, Frazer,Gouripadaya towns",IMD,,526,29
1489,UEI-IMD-FL-1988-0036,1988-07-15,18-07-1988 00:00,4.0,heavy rains,,"Bengaluru Rural,Mangalore",Karnataka,,,,,2.0,,,,2 persons killed at Cuff road in Bengaluru Rural city,"i)In Mangalore city 2 houses collapsed,15 damaged ii)Low lying areas innundated in flood water",IMD,,"526, None",29
1490,UEI-IMD-FL-1988-0037,1988-07-20,20-07-1988 00:00,1.0,heavy rains,,"Hassan, Shivamogga",Karnataka,,,,,10.0,,,,"1 woman,3 children died due to hut collpased, 6 persons died",Wall of Channakeshava temple collapsed in Belur taluka,IMD,,"539, 547",29
1491,UEI-IMD-FL-1988-0038,1988-07-22,22-07-1988 00:00,1.0,heavy rains,,Kodagu,Karnataka,,,,,,,,,,"i)Somawarpet,Virajpet talukas worst affected ii)Two bridges,5 Kachchha houses collapsed iii)Around 400 acres under paddy completely destroyed due to landslide",IMD,,541,29
1492,UEI-IMD-FL-1988-0039,1988-08-07,09-08-1988 00:00,3.0,heavy rains,,Belagavi,Karnataka,,,,,5.0,,,,"5 persons killed in house collapse at Gokak,Raibhag taluka","A bridge in Amodghat section collapsed,another bridge submerged under flood water disrupting vehicular traffic",IMD,,527,29
1493,UEI-IMD-FL-1988-0040,1988-08-25,26-08-1988 00:00,2.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,2.0,,,,"1 woman,a child died in a hut collapse at Kanteeravanagar",i)8 huts collapsed ii)Low lying areas of the city innundated,IMD,,526,29
1494,UEI-IMD-FL-1988-0041,1988-08-28,29-08-1988 00:00,2.0,heavy rains,,"Beedar, Dharwad, Raichur,Tumakuru",Karnataka,,,,,4.0,,,,1 person killed in a house collapse in Dharwad while 3 died in Tumkur,i)Large number of houses/huts damaged ii)River embankment breached at many places,IMD,,"None, 536, 546, 548",29
1495,UEI-IMD-FL-1988-0042,1988-09-09,09-09-1988 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,10.0,,,,"10 persons including 4 children died,many either injured",i)Normal life in the city completely paralysed ii)Low lying area innundated,IMD,,526,29
1496,UEI-IMD-FL-1988-0043,1988-09-11,11-09-1988 00:00,1.0,heavy rains,,"Bengaluru Rural, Bijapur,Tumakuru",Karnataka,,,,,25.0,25.0,,,"i)18 persons died,25 other injured in different parts of Bengaluru Rural city ii)7 people killed in house collapse in Bijapur,Tumkur district","In Bengaluru Rural 5,000 families rendered homeless",IMD,,"526, 636, 548",29
1497,UEI-IMD-FL-1988-0044,1988-09-22,28-09-1988 00:00,7.0,flash floods,,"Bijapur,Dharwad",Karnataka,,,,,12.0,,,,"12 persons, 10 from Bijapur died","i)2,225 houses damaged ii)Kharif crops badly destroyed",IMD,,"636, 536",29
1576,UEI-IMD-FL-1989-0018,1989-06-05,05-06-1989 00:00,1.0,flash flood,,Beedar,Karnataka,,,,,7.0,,,,7 members of a family swept away in Rajolanala in Gunahalli,,IMD,,,29
1577,UEI-IMD-FL-1989-0019,1989-07-06,07-07-1989 00:00,2.0,heavy rains,,Uttar Kashia Kannada,Karnataka,,,,,2.0,,,,2 person died at Machali village near Uttara Kannada-Goa border,"i)Large number of trees uprooted disrupting power supply ii)Low lying areas flooded iii)Vehicular traffic,telecommunication services disrupted",IMD,,,29
1578,UEI-IMD-FL-1989-0020,1989-07-12,12-07-1989 00:00,1.0,heavy rains,,Dharwad,Karnataka,,,,,1.0,,,,1 person died in house collapse at Shirol village in Nargund taluka,"i)30 houses washed away in Beladadi,Sajjapur villages in Gadag taluka ii)2 hay stocks washed away in Mundargi iii)A tank in Kadaramandalagi village in Ranebennur taluka breached iv)Vehicular traffic between Mundargi,Gadag completely disrupted",IMD,,536,29
1579,UEI-IMD-FL-1989-0021,1989-07-13,13-07-1989 00:00,1.0,heavy rains,,Kolar,Karnataka,,,,,,,,,,"More than 10 houses collapsed,76 houses damaged in Bamboo Bazar area in Srinivasapura",IMD,,542,29
1580,UEI-IMD-FL-1989-0022,1989-07-16,16-07-1989 00:00,1.0,heavy rains,,"Bengaluru Rural, Beedar",Karnataka,,,,,4.0,,,,"45 years old man died due to roof collapse at Balepet , i)3 boys washed away ii)Several cattleheads perished","i)Large quantity of food grains,fodder stock washed away ii)Roofs of 25 houses blown away iii)Flood water entered into number of houses",IMD,,"526, None",29
1581,UEI-IMD-FL-1989-0023,1989-07-20,26-07-1989 00:00,7.0,"severe, heavy rains",,"Hassan,Shivamogga, Kodagu",Karnataka,,,,,,5.0,,,5 passengers travelling in a bus from Jog falls to Mangalore injured when a tree fell on the bus,"i)Large number of paddy fields submerged ii)Several houses damaged iii)Extensive damage to coffee crop reported iv)Large number of trees/electric/telephone poles uprooted disrupting electric,telecommunication services , i)Several houses collapsed ii)Large number of trees uprooted iii)15 kilometers of the coastline suffered erosion in Udipi tehsil , i) 255 families rendered homeless ii)Plantation,paddy crops submerged iii)Several trees,about 1000 electric poles uprooted. Damage estimated to be worth Rs. 50 lakhs",IMD,,"539, 547, 541",29
1582,UEI-IMD-FL-1989-0024,1989-09-16,16-09-1989 00:00,1.0,heavy rains,,Bengaluru Rural,Karnataka,,,,,,,,,,i)Low lying areas of the city inundated with flood water ii)Number of houses collapsed iii)A bridge washed away,IMD,,526,29
1583,UEI-IMD-FL-1989-0025,1989-09-24,24-09-1989 00:00,1.0,heavy rains,,"Ballari,Dharwad",Karnataka,,,,,1.0,,,,1 person died in Gadag in Dharwad district,i)More than 50 huts collapsed in Janata colony near Habalafolla gate in Gadag ii)About 20 mud houses collapsed in Belagal cross area in Bellary,IMD,,"528, 536",29
1584,UEI-IMD-FL-1989-0026,1989-09-29,30-09-1989 00:00,2.0,heavy rains,,"Bijapur,  Kalaburagi,Raichur",Karnataka,,,,,7.0,,,,7 persons died,i)Hundreds of houses collapsed ii)One railway bridge on Karnataka-Maharashtra border washed away disrupting train services iii)Vast area of agricultural land specially tobacco crop submerged,IMD,,"636, 538, 546",29
1643,UEI-IMD-FL-1990-0025,1990-05-19,19-05-1990 00:00,1.0,heavy rains,,Kolar,Karnataka,,,,,2.0,,,,2 persons died,130 houses collpased,IMD,,542,29
1644,UEI-IMD-FL-1990-0026,1990-05-25,25-05-1990 00:00,1.0,heavy rains,,Dharwad,Karnataka,,,,,,,,,,Several houses damaged/collapsed. Loss estimated worth Rs. 125 lakhs,IMD,,536,29
1645,UEI-IMD-FL-1990-0027,1990-06-14,14-06-1990 00:00,1.0,heavy rains,,"Beedar,  Kalaburagi",Karnataka,,,,,,,,,,i)Normal life paralysed ii)Vehicular traffic disrupted,IMD,,"None, 538",29
1646,UEI-IMD-FL-1990-0028,1990-08-17,17-08-1990 00:00,1.0,heavy rains,,"Belagavi, Beedar, Raichur,Uttar Kashia Kannada",Karnataka,,,,,15.0,,,,i)13 persons died due to house collapse in Uttara Kannada ii)2 persons died in Raichur,"i)10 villages marooned ii)Several houses collapsed in Yadagiri, Shahpur,Afzlpur villages in  Kalaburagi iii)Vehicular traffic disrupted iv)Telecommunication system badly affected",IMD,,"527, None, 546, None",29
1647,UEI-IMD-FL-1990-0029,1990-08-21,21-08-1990 00:00,1.0,heavy rains,,"Belagavi, Beedar,  Kalaburagi,Raichur",Karnataka,,,,,13.0,,,,13 persons died,"i)More than 1,000 houses damaged rendering large number of people homeless ii)In Bidar, standing crop in several hundreds of hectares damaged iii)Estimated loss worth several crores of rupees iv)At least 10 villages marooned in Bidar v)In  Kalaburagi standing crop in 300 acres damaged",IMD,,"527, None, 538, 546",29
1747,UEI-IMD-FL-1991-0027,1991-04-28,28-04-1991 00:00,1.0,heavy rains,,Mysuru,Karnataka,,,,,2.0,,,,"2 children,a woman died",19 huts washed away,IMD,,545,29
1748,UEI-IMD-FL-1991-0028,1991-05-04,04-05-1991 00:00,1.0,heavy rains,,Mysuru,Karnataka,,,,,2.0,,,,2 persons died,"Many houses,industrial shades inundated",IMD,,545,29
1749,UEI-IMD-FL-1991-0029,1991-05-09,09-05-1991 00:00,1.0,heavy rains,,"Bengaluru Rural, Ballari,Tumakuru",Karnataka,,,,,8.0,4.0,,,"8 persons died,4 other injured",Wall of one old house collapsed,IMD,,"526, 528, 548",29
1750,UEI-IMD-FL-1991-0030,1991-05-25,25-05-1991 00:00,1.0,heavy rains,,Ballari,Karnataka,,,,,4.0,,,,4 persons died when a tree fell on them at Harapanahally,,IMD,,528,29
1751,UEI-IMD-FL-1991-0031,1991-06-05,05-06-1991 00:00,1.0,heavy rains,,Chikkamagaluru,Karnataka,,,,,1.0,,,,1 person died due to wall collapse at at Narayanpur near Ajjampur,,IMD,,532,29
1752,UEI-IMD-FL-1991-0032,1991-06-27,27-06-1991 00:00,1.0,heavy rains,,Dharwad,Karnataka,,,,,,,,,,"About 100 houses completely,500 partially damaged rendering several people homeless",IMD,,536,29
1753,UEI-IMD-FL-1991-0033,1991-07-06,10-07-1991 00:00,5.0,heavy rains,,Mangalore,Karnataka,,,,,,,,,,"2 buildings collapsed,6 huts damaged",IMD,,,29
1754,UEI-IMD-FL-1991-0034,1991-07-08,08-07-1991 00:00,1.0,heavy rains,,,Karnataka,,,,,,,,,,i)Many parts of the Karwar town marooned ii)8 houses collapsed iii)Lrge number of trees/electric poles uprooted iv)Telecommunication services disrupted,IMD,,,29
1755,UEI-IMD-FL-1991-0035,1991-07-08,09-07-1991 00:00,2.0,heavy rains,,Uttar Kashia Kannada,Karnataka,,,,,2.0,,,,2 persons died,i)Many villages in Honavar inundated ii)300 ouses marooned iii)Paddy field damaged in Belse village of Ankola tehsil,IMD,,,29
1756,UEI-IMD-FL-1991-0036,1991-07-17,17-07-1991 00:00,1.0,heavy rains,,Surendranagar,Karnataka,,,,,1.0,,,,1 person died in Udupi due to house collapse,,IMD,,460,29
1757,UEI-IMD-FL-1991-0037,1991-07-18,18-07-1991 00:00,1.0,heavy rains,,Dharwad,Karnataka,,,,,1.0,,,,1 person died in a house collapse at Hanagal tehsil,,IMD,,536,29
1758,UEI-IMD-FL-1991-0038,1991-07-26,28-07-1991 00:00,3.0,severe flood,,"Chikkamagaluru, Mandya,Mysuru",Karnataka,,,,,7.0,,,,7 persons died,"i)Several villages marooned ii)Large number of houses collapsed iii)1,000 people rendered homeless iv)Brindavan garden submerged v)Ranganathitto,internationally famous bird snctuary near Srirangapatnam extensively damaged",IMD,,"532, 544, 545",29
1759,UEI-IMD-FL-1991-0039,1991-10-28,30-10-1991 00:00,3.0,heavy rains,,"Bengaluru Rural,Kolar",Karnataka,,,,,42.0,,,,"i)13 persons died in a house collapse ii)29 persons died in a train accident between Maklidurga,Thondebhari railway stations about 55 km away from Bengaluru Rural due to haeavy rains",i)Several houses collapsed ii)Large number of irrigation tanks breached,IMD,,"526, 542",29
1760,UEI-IMD-FL-1991-0040,1991-11-09,16-11-1991 00:00,8.0,severe flood,,"Bengaluru Rural,Surendranagar",Karnataka,,,,,27.0,,,1100,"i)27 persons died in a house collapse ii)1,100 cattleheads perished","i)About 1.1 lakh houses either partially or fully damaged ii)Extensive damage to crop, public,private property reported iii)Thousands of people shifted to safer places iv)31,160 hectares of land area submerged",IMD,,"526, 460",29
